station_id,station_name,station_type,type_code,business_type,longitude_gcj02,latitude_gcj02,longitude_wgs84,latitude_wgs84,province_name,city_name,district_name,detailed_address,postal_code,contact_phone,contact_email,official_website,province_code,city_code,district_code
B0FFI0YO72,国家电网充电站(怀柔区长哨营政府),汽车服务;充电站;充电站,11100,,116.750745,40.793558,116.7445475,40.79203206,北京市,北京市,怀柔区,长哨营政府内地面停车场,,,,,110000,10,110116
B0IUYLJ2VO,国家电网汽车充电站(北京市怀柔区喇叭沟原始森林风景区),汽车服务;充电站;充电站,11100,,116.606879,40.915312,116.6009641,40.91387307,北京市,北京市,怀柔区,高寒植物园停车场,,18601376118,,,110000,10,110116
B0FFI0YO74,国家电网汽车充电站(北京市怀柔区中榆店村),汽车服务;充电站;充电站,11100,,116.584934,40.92749,116.5790208,40.92603926,北京市,北京市,怀柔区,017县道北50米停车场(中榆树店村),,,,,110000,10,110116
B0HK3UQ5Q7,国家电网汽车充电站(北京市怀柔区汤河口),汽车服务;充电站;充电站,11100,,116.639116,40.735824,116.6331722,40.7344963,北京市,北京市,怀柔区,汤河口供电所,,,,,110000,10,110116
B0FFHJJ4VM,特来电汽车充电站(特来电北京大石窑农家院充电站),汽车服务;充电站;充电站,11100,,116.698462,40.681292,116.6923636,40.67989619,北京市,北京市,怀柔区,琉璃庙镇狼虎哨村村委会东1000米,,,,,110000,10,110116
B0FFL1UEPA,国家电网汽车充电站(北京市怀柔区宝山镇文化活动中心),汽车服务;充电站;充电站,11100,,116.613316,40.69659,116.6074224,40.69531931,北京市,北京市,怀柔区,宝山镇转年村东侧停车场,,,,,110000,10,110116
B0K2T7W91W,汽车充电站(亚楠民宿共享充电站),汽车服务;充电站;充电站,11100,,116.696857,40.673074,116.6907638,40.67168648,北京市,北京市,怀柔区,琉璃庙镇狼虎哨村21号,,13716476016,,,110000,10,110116
B0FFHWT5L4,国家电网汽车充电站(北京市怀柔区喇叭沟门白桦林景区),汽车服务;充电站;充电站,11100,,116.489564,40.959376,116.4833835,40.95768807,北京市,北京市,怀柔区,喇叭沟原始森林公园P1停车场,,,,,110000,10,110116
B0HK915UIZ,国家电网汽车充电站(百里山水画廊店),汽车服务;充电站;充电站,11100,,116.333683,40.692241,116.3274355,40.69069542,北京市,北京市,延庆区,东囤路千家店朝阳寺景区地面停车场,,,,,110000,10,110119
B0LD7U30YD,汽车充电站(国家电网千家店临时站),汽车服务;充电站;充电站,11100,,116.352636,40.693898,116.3463463,40.69231678,北京市,北京市,延庆区,滦赤路,,,,,110000,10,110119
B0LDC9VNH3,汽车充电站(延庆区河南村小广场站),汽车服务;充电站;充电站,11100,,116.352199,40.692917,116.3459104,40.6913372,北京市,北京市,延庆区,滦赤路喜鱼对面,,,,,110000,10,110119
B0FFHYFT7M,国家电网汽车充电站(北京市延庆区乌龙峡谷景区),汽车服务;充电站;充电站,11100,,116.45969,40.697871,116.4534386,40.69631038,北京市,北京市,延庆区,千沙公路地面停车场,,,,,110000,10,110119
B0FFGI0TZ6,国家电网汽车充电站(北京市门头沟区斋堂大街公安消防支队斋堂中队西),汽车服务;充电站;充电站,11100,,115.70588,39.978278,115.6996535,39.97710647,北京市,北京市,门头沟区,斋堂镇东斋堂村,,18601376118,,,110000,10,110109
B0LG97X474,汽车充电站(隆瑞三优斋堂站),汽车服务;充电站;充电站,11100,,115.70343,39.978657,115.6972073,39.97748917,北京市,北京市,门头沟区,斋堂大街107号(斋堂城遗址西北侧),,,,,110000,10,110109
B0KKHS7BBT,汽车充电站,汽车服务;充电站;充电站,11100,,115.697245,39.972225,115.6910337,39.9710674,北京市,北京市,门头沟区,斋堂镇文化中心,,,,,110000,10,110109
B0FFHQ8HHP,国家电网汽车充电站(北京市门头沟区爨底下景区),汽车服务;充电站;充电站,11100,,115.660085,39.972117,115.6539497,39.97102843,北京市,北京市,门头沟区,斋堂镇爨底下村停车场,,,,,110000,10,110109
B0KRKUAF3U,汽车充电站(西胡林服务区),汽车服务;充电站;充电站,11100,,115.745561,39.983796,115.7393045,39.98258911,北京市,北京市,门头沟区,西胡林东路与京拉线交叉口西420米,,,,,110000,10,110109
B0K2U7N9XP,汽车充电站(西胡林服务区),汽车服务;充电站;充电站,11100,,115.746423,39.982063,115.7401669,39.98085603,北京市,北京市,门头沟区,西胡林东路与京拉线交叉口西南480米,,4006556620,,,110000,10,110109
B0G3JB10TM,国家电网汽车充电站(北京市门头沟区清水镇),汽车服务;充电站;充电站,11100,,115.613846,39.943097,115.6077829,39.94207385,北京市,北京市,门头沟区,清水镇上清水村,,010-60855075,,,110000,10,110109
B0FFHS6YI1,国家电网汽车充电站(北京市门头沟区雁翅公路服务站),汽车服务;充电站;充电站,11100,,115.903035,40.037195,115.8970826,40.03616662,北京市,北京市,门头沟区,军庄镇西杨陀村军庄镇政府,,,,,110000,10,110109
B0FFJ9XOSN,国家电网汽车充电站(北京市门头沟区十八潭景区),汽车服务;充电站;充电站,11100,,115.92797,40.011479,115.9220133,40.01043629,北京市,北京市,门头沟区,十八潭南侧休息区(龙门清水湾),,,,,110000,10,110109
B0JUYRWF99,特来电汽车充电站(特来电北京市房山区史家营乡人民政府充电站),汽车服务;充电站;充电站,11100,,115.671234,39.859207,115.6650893,39.85810216,北京市,北京市,房山区,史家营乡贾金路史家营乡人民政府,,4001300001,,,110000,10,110111
B0JUYLUX8V,特来电汽车充电站(特来电北京市房山区史家营乡百瑞谷景区充电站),汽车服务;充电站;充电站,11100,,115.65583,39.851112,115.6497186,39.85003664,北京市,北京市,房山区,史家营乡贾史公路,,4001300001,,,110000,10,110111
B0L69HJ9LC,汽车充电站(北京市房山区北峪村村委会),汽车服务;充电站;充电站,11100,,115.881085,39.874612,115.8751301,39.87358191,北京市,北京市,房山区,班陈路,,4008800494,,,110000,10,110111
B0LAYZZ6BT,驴充充汽车充电站(太师屯村后街33),汽车服务;充电站;充电站,11100,,117.12059,40.5421,117.1139748,40.54055899,北京市,北京市,密云区,太师屯村后街33号太师屯镇中心小学西464米,,0797-966999,,,110000,10,110118
B0FFHXNDS3,国家电网汽车充电站(北京市密云区太师屯永安桥),汽车服务;充电站;充电站,11100,,117.127929,40.540483,117.1213197,40.53895031,北京市,北京市,密云区,太师屯镇永安路立交桥东北角地面停车场(双陆顺酒家右侧),,,,,110000,10,110118
B0FFLALB44,国家电网汽车充电站(北京市密云区太师屯供电所),汽车服务;充电站;充电站,11100,,117.132062,40.540496,117.1254569,40.53896828,北京市,北京市,密云区,太师屯供电所院外停车场,,,,,110000,10,110118
B0K3VAQTWN,云快充目的地充电站(太师屯镇政府充电站),汽车服务;充电站;充电站,11100,,117.128006,40.538197,117.1213971,40.5366656,北京市,北京市,密云区,太师屯镇永安街143号,,4008288517,,,110000,10,110118
B0HKVU4X1A,蔚来换电站S11京承高速太师屯服务区北京方向,汽车服务;换电站;换电站,11101,,117.154206,40.561128,117.1476305,40.55962319,北京市,北京市,密云区,京承高速太师屯服务区(进京方向),,,,,110000,10,110118
B0JKPUU930,国家电网汽车充电站(大广高速太师屯服务区公共充电站大庆方向),汽车服务;充电站;充电站,11100,,117.154882,40.558651,117.148308,40.55714874,北京市,北京市,密云区,京承高速太师屯服务区(出京方向),,18601376118,,,110000,10,110118
B0J6RAP5TQ,太师屯服务区国家电网汽车充电站,汽车服务;充电站;充电站,11100,,117.154466,40.561239,117.1478909,40.55973458,北京市,北京市,密云区,太师屯服务区,,18601376118,,,110000,10,110118
B0J0GH7TP8,理想汽车超级充电站(理想5C超充站大广高速太师屯服务区大庆方向),汽车服务;充电站;充电站,11100,,117.154976,40.55876,117.1484022,40.55725784,北京市,北京市,密云区,太师屯服务区,,4006860400,,,110000,10,110118
B0J1UL8TO3,汽车充电站(蔚来超充站S11京承高速太师屯服务区北京方向),汽车服务;充电站;充电站,11100,,117.154327,40.561183,117.1477517,40.55967837,北京市,北京市,密云区,太师屯服务区,,,,,110000,10,110118
B0JUJBPJ2W,蔚来能源超级充电站(承德方向S11京承高速太师屯服务区),汽车服务;充电站;充电站,11100,,117.15518,40.558315,117.1486066,40.55681345,北京市,北京市,密云区,太师屯服务区,,,,,110000,10,110118
B0LUCKS2JZ,云快充汽车充电站(太师屯服务区充电站出京方向),汽车服务;充电站;充电站,11100,,117.15546,40.55884,117.148887,40.55733865,北京市,北京市,密云区,太师屯服务区,,4008288517,,,110000,10,110118
B0LUCKS2JY,云快充汽车充电站(太师屯服务区充电站进京方向),汽车服务;充电站;充电站,11100,,117.15546,40.55884,117.148887,40.55733865,北京市,北京市,密云区,太师屯服务区,,4008288517,,,110000,10,110118
B0KULLF1DF,理想汽车超级充电站(理想5C超充站大广高速太师屯服务区广州方向),汽车服务;充电站;充电站,11100,,117.15618,40.56134,117.1496079,40.55983855,北京市,北京市,密云区,太师屯服务区,,4006860400,,,110000,10,110118
B0KRB5LEOA,闪象智充汽车充电站(森泓新能源),汽车服务;充电站;充电站,11100,,117.168029,40.58751,117.1614755,40.58601539,北京市,北京市,密云区,太师屯镇前南台村享怡轩饭店南侧,,13911587391,,,110000,10,110118
B0FFL1IEJJ,国家电网汽车充电站(北京市密云区高岭充电站),汽车服务;充电站;充电站,11100,,117.10849,40.604416,117.1018627,40.60283168,北京市,北京市,密云区,高岭供电所院外地面停车场,,,,,110000,10,110118
B0FFHVF4R1,特来电充电站(特来电站北京密云金山丰岭),汽车服务;充电站;充电站,11100,,117.077162,40.510443,117.0705763,40.50891808,北京市,北京市,密云区,太师屯镇上庄子村北公路边30米,,,,,110000,10,110118
B0JB5Z17PN,国家电网汽车充电站(北京市密云区人间花海景区),汽车服务;充电站;充电站,11100,,117.200088,40.574295,117.1935947,40.57286518,北京市,北京市,密云区,太师屯镇人间花海景区停车场,,,,,110000,10,110118
B0K2TKQDHC,国家电网汽车充电站(北京市密云区白龙潭新村小区D区充电站),汽车服务;充电站;充电站,11100,,117.063102,40.502653,117.0565489,40.50114959,北京市,北京市,密云区,太师屯镇白龙潭新村D区3号楼东侧,,,,,110000,10,110118
B0KD15MI9E,星星充电汽车充电站(苇子峪充电站),汽车服务;充电站;充电站,11100,,117.173849,40.483036,117.1673208,40.48160663,北京市,北京市,密云区,北庄镇苇子峪综合超市西南,,15701363090,,,110000,10,110118
B0FFHJQMR5,特来电汽车充电站(特来电北京密云前八家庄充电站),汽车服务;充电站;充电站,11100,,117.040704,40.49738,117.0342235,40.49592371,北京市,北京市,密云区,太师屯镇前八家庄村民委员会,,4001300001,,,110000,10,110118
B0HA9571UZ,国家电网汽车充电站(北京市密云区雾灵西峰充电站),汽车服务;充电站;充电站,11100,,117.363814,40.635997,117.3570937,40.63441368,北京市,北京市,密云区,雾灵西峰景区北门北停车场,,18601376118,,,110000,10,110118
B0I25RIXX6,国家电网汽车充电站(北京市密云区雾灵山庄充电站),汽车服务;充电站;充电站,11100,,117.389974,40.640822,117.3832113,40.63920914,北京市,北京市,密云区,雾灵山庄康乐中心西侧停车场,,,,,110000,10,110118
B0HKFO3V0E,国家电网汽车充电站(北京市密云区新城子充电站),汽车服务;充电站;充电站,11100,,117.350817,40.649378,117.3441258,40.64780661,北京市,北京市,密云区,新城子供电所院内停车场,,18601376118,,,110000,10,110118
B0IA3HVWR3,云快充目的地充电站(环铁密云小口村充电站),汽车服务;充电站;充电站,11100,,117.34721,40.649864,117.3405281,40.64829859,北京市,北京市,密云区,新城子镇小口村村委会门口,,4008288517,,,110000,10,110118
B0KR6BN0Y9,能效邻里共享汽车充电站(北京山前民俗饭庄),汽车服务;充电站;充电站,11100,,117.27924,40.623264,117.2727377,40.62183084,北京市,北京市,密云区,太师屯镇马厂村北京山前民俗饭庄,,,,,110000,10,110118
B0J2TZY7IZ,e充电充电桩,汽车服务;充电站;充电站,11100,,117.256981,40.628026,117.2505077,40.62660521,北京市,北京市,密云区,古北驿大街006号,,,,,110000,10,110118
B0IA9MKA99,国家电网汽车充电站(北京市密云区古北水镇景区P5),汽车服务;充电站;充电站,11100,,117.266171,40.642043,117.2596863,40.64060906,北京市,北京市,密云区,古北水镇P5小型车地面停车场5-032,,18601376118,,,110000,10,110118
B0FFHCWOSR,国家电网汽车充电站(北京市密云区古北水镇景区P6),汽车服务;充电站;充电站,11100,,117.261192,40.645048,117.2547125,40.64361478,北京市,北京市,密云区,马北公路地面停车场6-003,,18601376118,,,110000,10,110118
B0H3JU59DP,国家电网充电站(龙湖长城源著),汽车服务;充电站;充电站,11100,,117.270092,40.648873,117.2636011,40.6474319,北京市,北京市,密云区,古北水镇-司马小烧酒坊西北侧160米,,,,,110000,10,110118
B0FFI6N6BZ,特来电充电站(特来电站北京柳林客店)(暂停营业),汽车服务;充电站;充电站,11100,,117.369694,40.645209,117.3629604,40.64361183,北京市,北京市,密云区,新城子镇桥峪村转山子,,,,,110000,10,110118
B0IG1CG5FI,国家电网汽车充电站(镇罗营村民委员会),汽车服务;充电站;充电站,11100,,117.150751,40.345178,117.1441987,40.34375774,北京市,北京市,平谷区,文化广场内(东侧),,,,,110000,10,110117
